mesa_id,distrito_id,eleccion_id,organizacion_id,organizacion_politica,votos,votos_validos_mesa,votos_emitidos_mesa,votos_blancos_mesa,votos_nulos_mesa,electores_habiles_mesa,estado_acta
M00014-01,D00014,EG2026-PRES,ORG03,Renovacion Popular,53,252,277,12,13,384,contabilizada
M00014-01,D00014,EG2026-PRES,ORG04,Partido del Buen Gobierno,37,252,277,12,13,384,contabilizada
M00014-01,D00014,EG2026-PRES,ORG05,Otros,105,252,277,12,13,384,contabilizada
M00014-02,D00014,EG2026-PRES,ORG01,Fuerza Popular,23,138,167,6,23,247,contabilizada
M00014-02,D00014,EG2026-PRES,ORG02,Juntos por el Peru,15,138,167,6,23,247,contabilizada
M00014-02,D00014,EG2026-PRES,ORG03,Renovacion Popular,25,138,167,6,23,247,contabilizada
M00014-02,D00014,EG2026-PRES,ORG04,Partido del Buen Gobierno,19,138,167,6,23,247,contabilizada
M00014-02,D00014,EG2026-PRES,ORG05,Otros,56,138,167,6,23,247,contabilizada
M00014-03,D00014,EG2026-PRES,ORG01,Fuerza Popular,30,145,166,7,14,238,contabilizada
M00014-03,D00014,EG2026-PRES,ORG02,Juntos por el Peru,22,145,166,7,14,238,contabilizada
M00014-03,D00014,EG2026-PRES,ORG03,Renovacion Popular,26,145,166,7,14,238,contabilizada
M00014-03,D00014,EG2026-PRES,ORG04,Partido del Buen Gobierno,19,145,166,7,14,238,contabilizada
M00014-03,D00014,EG2026-PRES,ORG05,Otros,48,145,166,7,14,238,contabilizada
M00015-01,D00015,EG2026-PRES,ORG01,Fuerza Popular,30,198,237,11,28,300,contabilizada
M00015-01,D00015,EG2026-PRES,ORG02,Juntos por el Peru,28,198,237,11,28,300,contabilizada
M00015-01,D00015,EG2026-PRES,ORG03,Renovacion Popular,25,198,237,11,28,300,contabilizada
M00015-01,D00015,EG2026-PRES,ORG04,Partido del Buen Gobierno,23,198,237,11,28,300,contabilizada
M00015-01,D00015,EG2026-PRES,ORG05,Otros,92,198,237,11,28,300,contabilizada
M00015-02,D00015,EG2026-PRES,ORG01,Fuerza Popular,26,113,139,9,17,218,contabilizada
M00015-02,D00015,EG2026-PRES,ORG02,Juntos por el Peru,20,113,139,9,17,218,contabilizada
M00015-02,D00015,EG2026-PRES,ORG03,Renovacion Popular,19,113,139,9,17,218,contabilizada
M00015-02,D00015,EG2026-PRES,ORG04,Partido del Buen Gobierno,13,113,139,9,17,218,contabilizada
M00015-02,D00015,EG2026-PRES,ORG05,Otros,35,113,139,9,17,218,contabilizada
M00015-03,D00015,EG2026-PRES,ORG01,Fuerza Popular,39,173,217,16,28,286,contabilizada
M00015-03,D00015,EG2026-PRES,ORG02,Juntos por el Peru,30,173,217,16,28,286,contabilizada
M00015-03,D00015,EG2026-PRES,ORG03,Renovacion Popular,22,173,217,16,28,286,contabilizada
M00015-03,D00015,EG2026-PRES,ORG04,Partido del Buen Gobierno,25,173,217,16,28,286,contabilizada
M00015-03,D00015,EG2026-PRES,ORG05,Otros,57,173,217,16,28,286,contabilizada
M00015-04,D00015,EG2026-PRES,ORG01,Fuerza Popular,40,243,282,14,25,388,contabilizada
M00015-04,D00015,EG2026-PRES,ORG02,Juntos por el Peru,28,243,282,14,25,388,contabilizada
M00015-04,D00015,EG2026-PRES,ORG03,Renovacion Popular,18,243,282,14,25,388,contabilizada
M00015-04,D00015,EG2026-PRES,ORG04,Partido del Buen Gobierno,29,243,282,14,25,388,contabilizada
M00015-04,D00015,EG2026-PRES,ORG05,Otros,128,243,282,14,25,388,contabilizada
M00015-05,D00015,EG2026-PRES,ORG01,Fuerza Popular,43,220,249,11,18,317,contabilizada
M00015-05,D00015,EG2026-PRES,ORG02,Juntos por el Peru,22,220,249,11,18,317,contabilizada
M00015-05,D00015,EG2026-PRES,ORG03,Renovacion Popular,30,220,249,11,18,317,contabilizada
M00015-05,D00015,EG2026-PRES,ORG04,Partido del Buen Gobierno,22,220,249,11,18,317,contabilizada
M00015-05,D00015,EG2026-PRES,ORG05,Otros,103,220,249,11,18,317,contabilizada
M00015-06,D00015,EG2026-PRES,ORG01,Fuerza Popular,39,239,272,8,25,394,contabilizada
M00015-06,D00015,EG2026-PRES,ORG02,Juntos por el Peru,34,239,272,8,25,394,contabilizada
M00015-06,D00015,EG2026-PRES,ORG03,Renovacion Popular,35,239,272,8,25,394,contabilizada
M00015-06,D00015,EG2026-PRES,ORG04,Partido del Buen Gobierno,39,239,272,8,25,394,contabilizada
M00015-06,D00015,EG2026-PRES,ORG05,Otros,92,239,272,8,25,394,contabilizada
M00016-01,D00016,EG2026-PRES,ORG01,Fuerza Popular,40,215,255,23,17,362,observada
M00016-01,D00016,EG2026-PRES,ORG02,Juntos por el Peru,47,215,255,23,17,362,observada
M00016-01,D00016,EG2026-PRES,ORG03,Renovacion Popular,18,215,255,23,17,362,observada
M00016-01,D00016,EG2026-PRES,ORG04,Partido del Buen Gobierno,27,215,255,23,17,362,observada
M00016-01,D00016,EG2026-PRES,ORG05,Otros,83,215,255,23,17,362,observada
M00016-02,D00016,EG2026-PRES,ORG01,Fuerza Popular,26,231,279,21,27,390,contabilizada
M00016-02,D00016,EG2026-PRES,ORG02,Juntos por el Peru,44,231,279,21,27,390,contabilizada
M00016-02,D00016,EG2026-PRES,ORG03,Renovacion Popular,20,231,279,21,27,390,contabilizada
M00016-02,D00016,EG2026-PRES,ORG04,Partido del Buen Gobierno,27,231,279,21,27,390,contabilizada
M00016-02,D00016,EG2026-PRES,ORG05,Otros,114,231,279,21,27,390,contabilizada
M00017-01,D00017,EG2026-PRES,ORG01,Fuerza Popular,38,195,232,15,22,317,contabilizada
M00017-01,D00017,EG2026-PRES,ORG02,Juntos por el Peru,53,195,232,15,22,317,contabilizada
M00017-01,D00017,EG2026-PRES,ORG03,Renovacion Popular,20,195,232,15,22,317,contabilizada
M00017-01,D00017,EG2026-PRES,ORG04,Partido del Buen Gobierno,21,195,232,15,22,317,contabilizada
M00017-01,D00017,EG2026-PRES,ORG05,Otros,63,195,232,15,22,317,contabilizada
M00017-02,D00017,EG2026-PRES,ORG01,Fuerza Popular,26,231,290,23,36,363,contabilizada
M00017-02,D00017,EG2026-PRES,ORG02,Juntos por el Peru,52,231,290,23,36,363,contabilizada
M00017-02,D00017,EG2026-PRES,ORG03,Renovacion Popular,19,231,290,23,36,363,contabilizada
M00017-02,D00017,EG2026-PRES,ORG04,Partido del Buen Gobierno,20,231,290,23,36,363,contabilizada
M00017-02,D00017,EG2026-PRES,ORG05,Otros,114,231,290,23,36,363,contabilizada
M00017-03,D00017,EG2026-PRES,ORG01,Fuerza Popular,11,120,134,7,7,199,contabilizada
M00017-03,D00017,EG2026-PRES,ORG02,Juntos por el Peru,27,120,134,7,7,199,contabilizada
M00017-03,D00017,EG2026-PRES,ORG03,Renovacion Popular,10,120,134,7,7,199,contabilizada
M00017-03,D00017,EG2026-PRES,ORG04,Partido del Buen Gobierno,13,120,134,7,7,199,contabilizada
M00017-03,D00017,EG2026-PRES,ORG05,Otros,59,120,134,7,7,199,contabilizada
M00017-04,D00017,EG2026-PRES,ORG01,Fuerza Popular,22,196,224,8,20,286,contabilizada
M00017-04,D00017,EG2026-PRES,ORG02,Juntos por el Peru,35,196,224,8,20,286,contabilizada
M00017-04,D00017,EG2026-PRES,ORG03,Renovacion Popular,19,196,224,8,20,286,contabilizada
M00017-04,D00017,EG2026-PRES,ORG04,Partido del Buen Gobierno,25,196,224,8,20,286,contabilizada
M00017-04,D00017,EG2026-PRES,ORG05,Otros,95,196,224,8,20,286,contabilizada
M00017-05,D00017,EG2026-PRES,ORG01,Fuerza Popular,16,137,161,9,15,226,contabilizada
M00017-05,D00017,EG2026-PRES,ORG02,Juntos por el Peru,18,137,161,9,15,226,contabilizada
M00017-05,D00017,EG2026-PRES,ORG03,Renovacion Popular,9,137,161,9,15,226,contabilizada
M00017-05,D00017,EG2026-PRES,ORG04,Partido del Buen Gobierno,12,137,161,9,15,226,contabilizada
M00017-05,D00017,EG2026-PRES,ORG05,Otros,82,137,161,9,15,226,contabilizada
M00017-06,D00017,EG2026-PRES,ORG01,Fuerza Popular,15,123,145,6,16,201,contabilizada
M00017-06,D00017,EG2026-PRES,ORG02,Juntos por el Peru,23,123,145,6,16,201,contabilizada
M00017-06,D00017,EG2026-PRES,ORG03,Renovacion Popular,11,123,145,6,16,201,contabilizada
M00017-06,D00017,EG2026-PRES,ORG04,Partido del Buen Gobierno,14,123,145,6,16,201,contabilizada
M00017-06,D00017,EG2026-PRES,ORG05,Otros,60,123,145,6,16,201,contabilizada
M00018-01,D00018,EG2026-PRES,ORG01,Fuerza Popular,12,136,169,5,28,225,contabilizada
M00018-01,D00018,EG2026-PRES,ORG02,Juntos por el Peru,24,136,169,5,28,225,contabilizada
M00018-01,D00018,EG2026-PRES,ORG03,Renovacion Popular,8,136,169,5,28,225,contabilizada
M00018-01,D00018,EG2026-PRES,ORG04,Partido del Buen Gobierno,14,136,169,5,28,225,contabilizada
M00018-01,D00018,EG2026-PRES,ORG05,Otros,78,136,169,5,28,225,contabilizada
M00018-02,D00018,EG2026-PRES,ORG01,Fuerza Popular,22,180,214,10,24,282,contabilizada
M00018-02,D00018,EG2026-PRES,ORG02,Juntos por el Peru,50,180,214,10,24,282,contabilizada
M00018-02,D00018,EG2026-PRES,ORG03,Renovacion Popular,14,180,214,10,24,282,contabilizada
M00018-02,D00018,EG2026-PRES,ORG04,Partido del Buen Gobierno,17,180,214,10,24,282,contabilizada
M00018-02,D00018,EG2026-PRES,ORG05,Otros,77,180,214,10,24,282,contabilizada
M00018-03,D00018,EG2026-PRES,ORG01,Fuerza Popular,37,196,238,16,26,293,contabilizada
M00018-03,D00018,EG2026-PRES,ORG02,Juntos por el Peru,41,196,238,16,26,293,contabilizada
M00018-03,D00018,EG2026-PRES,ORG03,Renovacion Popular,15,196,238,16,26,293,contabilizada
M00018-03,D00018,EG2026-PRES,ORG04,Partido del Buen Gobierno,19,196,238,16,26,293,contabilizada
M00018-03,D00018,EG2026-PRES,ORG05,Otros,84,196,238,16,26,293,contabilizada
M00018-04,D00018,EG2026-PRES,ORG01,Fuerza Popular,23,191,223,11,21,313,contabilizada
M00018-04,D00018,EG2026-PRES,ORG02,Juntos por el Peru,51,191,223,11,21,313,contabilizada
M00018-04,D00018,EG2026-PRES,ORG03,Renovacion Popular,13,191,223,11,21,313,contabilizada
M00018-04,D00018,EG2026-PRES,ORG04,Partido del Buen Gobierno,29,191,223,11,21,313,contabilizada
M00018-04,D00018,EG2026-PRES,ORG05,Otros,75,191,223,11,21,313,contabilizada
M00019-01,D00019,EG2026-PRES,ORG01,Fuerza Popular,44,236,272,17,19,410,contabilizada
M00019-01,D00019,EG2026-PRES,ORG02,Juntos por el Peru,40,236,272,17,19,410,contabilizada
M00019-01,D00019,EG2026-PRES,ORG03,Renovacion Popular,33,236,272,17,19,410,contabilizada
M00019-01,D00019,EG2026-PRES,ORG04,Partido del Buen Gobierno,30,236,272,17,19,410,contabilizada
M00019-01,D00019,EG2026-PRES,ORG05,Otros,89,236,272,17,19,410,contabilizada
M00019-02,D00019,EG2026-PRES,ORG01,Fuerza Popular,15,116,145,13,16,236,contabilizada
M00019-02,D00019,EG2026-PRES,ORG02,Juntos por el Peru,14,116,145,13,16,236,contabilizada
M00019-02,D00019,EG2026-PRES,ORG03,Renovacion Popular,11,116,145,13,16,236,contabilizada
M00019-02,D00019,EG2026-PRES,ORG04,Partido del Buen Gobierno,10,116,145,13,16,236,contabilizada
M00019-02,D00019,EG2026-PRES,ORG05,Otros,66,116,145,13,16,236,contabilizada
M00019-03,D00019,EG2026-PRES,ORG01,Fuerza Popular,18,119,141,6,16,226,contabilizada
M00019-03,D00019,EG2026-PRES,ORG02,Juntos por el Peru,17,119,141,6,16,226,contabilizada
M00019-03,D00019,EG2026-PRES,ORG03,Renovacion Popular,18,119,141,6,16,226,contabilizada
M00019-03,D00019,EG2026-PRES,ORG04,Partido del Buen Gobierno,12,119,141,6,16,226,contabilizada
M00019-03,D00019,EG2026-PRES,ORG05,Otros,54,119,141,6,16,226,contabilizada
M00019-04,D00019,EG2026-PRES,ORG01,Fuerza Popular,31,206,233,8,19,312,contabilizada
M00019-04,D00019,EG2026-PRES,ORG02,Juntos por el Peru,37,206,233,8,19,312,contabilizada
M00019-04,D00019,EG2026-PRES,ORG03,Renovacion Popular,35,206,233,8,19,312,contabilizada
M00019-04,D00019,EG2026-PRES,ORG04,Partido del Buen Gobierno,28,206,233,8,19,312,contabilizada
M00019-04,D00019,EG2026-PRES,ORG05,Otros,75,206,233,8,19,312,contabilizada
M00020-01,D00020,EG2026-PRES,ORG01,Fuerza Popular,31,242,291,15,34,402,contabilizada
M00020-01,D00020,EG2026-PRES,ORG02,Juntos por el Peru,69,242,291,15,34,402,contabilizada
M00020-01,D00020,EG2026-PRES,ORG03,Renovacion Popular,15,242,291,15,34,402,contabilizada
M00020-01,D00020,EG2026-PRES,ORG04,Partido del Buen Gobierno,23,242,291,15,34,402,contabilizada
M00020-01,D00020,EG2026-PRES,ORG05,Otros,104,242,291,15,34,402,contabilizada
M00020-02,D00020,EG2026-PRES,ORG01,Fuerza Popular,28,207,250,21,22,343,contabilizada
M00020-02,D00020,EG2026-PRES,ORG02,Juntos por el Peru,34,207,250,21,22,343,contabilizada
M00020-02,D00020,EG2026-PRES,ORG03,Renovacion Popular,17,207,250,21,22,343,contabilizada
M00020-02,D00020,EG2026-PRES,ORG04,Partido del Buen Gobierno,25,207,250,21,22,343,contabilizada
M00020-02,D00020,EG2026-PRES,ORG05,Otros,103,207,250,21,22,343,contabilizada
M00020-03,D00020,EG2026-PRES,ORG01,Fuerza Popular,25,215,241,7,19,372,contabilizada
M00020-03,D00020,EG2026-PRES,ORG02,Juntos por el Peru,48,215,241,7,19,372,contabilizada
M00020-03,D00020,EG2026-PRES,ORG03,Renovacion Popular,15,215,241,7,19,372,contabilizada
M00020-03,D00020,EG2026-PRES,ORG04,Partido del Buen Gobierno,23,215,241,7,19,372,contabilizada
M00020-03,D00020,EG2026-PRES,ORG05,Otros,104,215,241,7,19,372,contabilizada
M00020-04,D00020,EG2026-PRES,ORG01,Fuerza Popular,13,120,137,5,12,183,contabilizada
M00020-04,D00020,EG2026-PRES,ORG02,Juntos por el Peru,29,120,137,5,12,183,contabilizada
M00020-04,D00020,EG2026-PRES,ORG03,Renovacion Popular,10,120,137,5,12,183,contabilizada
M00020-04,D00020,EG2026-PRES,ORG04,Partido del Buen Gobierno,12,120,137,5,12,183,contabilizada
M00020-04,D00020,EG2026-PRES,ORG05,Otros,56,120,137,5,12,183,contabilizada
M00020-05,D00020,EG2026-PRES,ORG01,Fuerza Popular,11,119,151,13,19,183,contabilizada
M00020-05,D00020,EG2026-PRES,ORG02,Juntos por el Peru,28,119,151,13,19,183,contabilizada
M00020-05,D00020,EG2026-PRES,ORG03,Renovacion Popular,9,119,151,13,19,183,contabilizada
M00020-05,D00020,EG2026-PRES,ORG04,Partido del Buen Gobierno,12,119,151,13,19,183,contabilizada
M00020-05,D00020,EG2026-PRES,ORG05,Otros,59,119,151,13,19,183,contabilizada
M00020-06,D00020,EG2026-PRES,ORG01,Fuerza Popular,23,243,290,18,29,374,contabilizada
M00020-06,D00020,EG2026-PRES,ORG02,Juntos por el Peru,59,243,290,18,29,374,contabilizada
M00020-06,D00020,EG2026-PRES,ORG03,Renovacion Popular,14,243,290,18,29,374,contabilizada
M00020-06,D00020,EG2026-PRES,ORG04,Partido del Buen Gobierno,24,243,290,18,29,374,contabilizada
M00020-06,D00020,EG2026-PRES,ORG05,Otros,123,243,290,18,29,374,contabilizada
M00021-01,D00021,EG2026-PRES,ORG01,Fuerza Popular,17,118,144,8,18,234,contabilizada
M00021-01,D00021,EG2026-PRES,ORG02,Juntos por el Peru,12,118,144,8,18,234,contabilizada
M00021-01,D00021,EG2026-PRES,ORG03,Renovacion Popular,21,118,144,8,18,234,contabilizada
M00021-01,D00021,EG2026-PRES,ORG04,Partido del Buen Gobierno,17,118,144,8,18,234,contabilizada
M00021-01,D00021,EG2026-PRES,ORG05,Otros,51,118,144,8,18,234,contabilizada
M00021-02,D00021,EG2026-PRES,ORG01,Fuerza Popular,20,127,151,10,14,216,contabilizada
M00021-02,D00021,EG2026-PRES,ORG02,Juntos por el Peru,14,127,151,10,14,216,contabilizada
M00021-02,D00021,EG2026-PRES,ORG03,Renovacion Popular,19,127,151,10,14,216,contabilizada
M00021-02,D00021,EG2026-PRES,ORG04,Partido del Buen Gobierno,15,127,151,10,14,216,contabilizada
M00021-02,D00021,EG2026-PRES,ORG05,Otros,59,127,151,10,14,216,contabilizada
M00021-03,D00021,EG2026-PRES,ORG01,Fuerza Popular,26,147,182,12,23,234,observada
M00021-03,D00021,EG2026-PRES,ORG02,Juntos por el Peru,16,147,182,12,23,234,observada
M00021-03,D00021,EG2026-PRES,ORG03,Renovacion Popular,34,147,182,12,23,234,observada
M00021-03,D00021,EG2026-PRES,ORG04,Partido del Buen Gobierno,21,147,182,12,23,234,observada
M00021-03,D00021,EG2026-PRES,ORG05,Otros,50,147,182,12,23,234,observada
M00022-01,D00022,EG2026-PRES,ORG01,Fuerza Popular,23,146,169,9,14,240,contabilizada
M00022-01,D00022,EG2026-PRES,ORG02,Juntos por el Peru,18,146,169,9,14,240,contabilizada
M00022-01,D00022,EG2026-PRES,ORG03,Renovacion Popular,23,146,169,9,14,240,contabilizada
M00022-01,D00022,EG2026-PRES,ORG04,Partido del Buen Gobierno,16,146,169,9,14,240,contabilizada
M00022-01,D00022,EG2026-PRES,ORG05,Otros,66,146,169,9,14,240,contabilizada
M00022-02,D00022,EG2026-PRES,ORG01,Fuerza Popular,18,110,134,8,16,192,contabilizada
M00022-02,D00022,EG2026-PRES,ORG02,Juntos por el Peru,20,110,134,8,16,192,contabilizada
M00022-02,D00022,EG2026-PRES,ORG03,Renovacion Popular,13,110,134,8,16,192,contabilizada
M00022-02,D00022,EG2026-PRES,ORG04,Partido del Buen Gobierno,10,110,134,8,16,192,contabilizada
M00022-02,D00022,EG2026-PRES,ORG05,Otros,49,110,134,8,16,192,contabilizada
M00022-03,D00022,EG2026-PRES,ORG01,Fuerza Popular,34,164,202,15,23,298,contabilizada
M00022-03,D00022,EG2026-PRES,ORG02,Juntos por el Peru,29,164,202,15,23,298,contabilizada
M00022-03,D00022,EG2026-PRES,ORG03,Renovacion Popular,26,164,202,15,23,298,contabilizada
M00022-03,D00022,EG2026-PRES,ORG04,Partido del Buen Gobierno,24,164,202,15,23,298,contabilizada
M00022-03,D00022,EG2026-PRES,ORG05,Otros,51,164,202,15,23,298,contabilizada
M00023-01,D00023,EG2026-PRES,ORG01,Fuerza Popular,21,182,207,10,15,288,contabilizada
M00023-01,D00023,EG2026-PRES,ORG02,Juntos por el Peru,26,182,207,10,15,288,contabilizada
M00023-01,D00023,EG2026-PRES,ORG03,Renovacion Popular,21,182,207,10,15,288,contabilizada
M00023-01,D00023,EG2026-PRES,ORG04,Partido del Buen Gobierno,29,182,207,10,15,288,contabilizada
M00023-01,D00023,EG2026-PRES,ORG05,Otros,85,182,207,10,15,288,contabilizada
M00023-02,D00023,EG2026-PRES,ORG01,Fuerza Popular,40,240,286,16,30,362,contabilizada
M00023-02,D00023,EG2026-PRES,ORG02,Juntos por el Peru,37,240,286,16,30,362,contabilizada
M00023-02,D00023,EG2026-PRES,ORG03,Renovacion Popular,34,240,286,16,30,362,contabilizada
M00023-02,D00023,EG2026-PRES,ORG04,Partido del Buen Gobierno,30,240,286,16,30,362,contabilizada
M00023-02,D00023,EG2026-PRES,ORG05,Otros,99,240,286,16,30,362,contabilizada
M00023-03,D00023,EG2026-PRES,ORG01,Fuerza Popular,58,282,328,25,21,384,contabilizada
M00023-03,D00023,EG2026-PRES,ORG02,Juntos por el Peru,49,282,328,25,21,384,contabilizada
M00023-03,D00023,EG2026-PRES,ORG03,Renovacion Popular,47,282,328,25,21,384,contabilizada
M00023-03,D00023,EG2026-PRES,ORG04,Partido del Buen Gobierno,23,282,328,25,21,384,contabilizada
M00023-03,D00023,EG2026-PRES,ORG05,Otros,105,282,328,25,21,384,contabilizada
M00023-04,D00023,EG2026-PRES,ORG01,Fuerza Popular,28,142,164,7,15,249,contabilizada
M00023-04,D00023,EG2026-PRES,ORG02,Juntos por el Peru,17,142,164,7,15,249,contabilizada
M00023-04,D00023,EG2026-PRES,ORG03,Renovacion Popular,18,142,164,7,15,249,contabilizada
M00023-04,D00023,EG2026-PRES,ORG04,Partido del Buen Gobierno,20,142,164,7,15,249,contabilizada
M00023-04,D00023,EG2026-PRES,ORG05,Otros,59,142,164,7,15,249,contabilizada
M00023-05,D00023,EG2026-PRES,ORG01,Fuerza Popular,31,200,234,12,22,311,contabilizada
M00023-05,D00023,EG2026-PRES,ORG02,Juntos por el Peru,20,200,234,12,22,311,contabilizada
M00023-05,D00023,EG2026-PRES,ORG03,Renovacion Popular,29,200,234,12,22,311,contabilizada
M00023-05,D00023,EG2026-PRES,ORG04,Partido del Buen Gobierno,26,200,234,12,22,311,contabilizada
M00023-05,D00023,EG2026-PRES,ORG05,Otros,94,200,234,12,22,311,contabilizada
M00024-01,D00024,EG2026-PRES,ORG01,Fuerza Popular,18,131,145,3,11,219,contabilizada
M00024-01,D00024,EG2026-PRES,ORG02,Juntos por el Peru,18,131,145,3,11,219,contabilizada
M00024-01,D00024,EG2026-PRES,ORG03,Renovacion Popular,19,131,145,3,11,219,contabilizada
M00024-01,D00024,EG2026-PRES,ORG04,Partido del Buen Gobierno,22,131,145,3,11,219,contabilizada
M00024-01,D00024,EG2026-PRES,ORG05,Otros,54,131,145,3,11,219,contabilizada
M00024-02,D00024,EG2026-PRES,ORG01,Fuerza Popular,41,250,288,11,27,359,contabilizada
M00024-02,D00024,EG2026-PRES,ORG02,Juntos por el Peru,45,250,288,11,27,359,contabilizada
M00024-02,D00024,EG2026-PRES,ORG03,Renovacion Popular,30,250,288,11,27,359,contabilizada
M00024-02,D00024,EG2026-PRES,ORG04,Partido del Buen Gobierno,35,250,288,11,27,359,contabilizada
M00024-02,D00024,EG2026-PRES,ORG05,Otros,99,250,288,11,27,359,contabilizada
M00025-01,D00025,EG2026-PRES,ORG01,Fuerza Popular,54,278,311,18,15,410,contabilizada
M00025-01,D00025,EG2026-PRES,ORG02,Juntos por el Peru,33,278,311,18,15,410,contabilizada
M00025-01,D00025,EG2026-PRES,ORG03,Renovacion Popular,38,278,311,18,15,410,contabilizada
M00025-01,D00025,EG2026-PRES,ORG04,Partido del Buen Gobierno,40,278,311,18,15,410,contabilizada
M00025-01,D00025,EG2026-PRES,ORG05,Otros,113,278,311,18,15,410,contabilizada
M00025-02,D00025,EG2026-PRES,ORG01,Fuerza Popular,46,167,196,13,16,241,contabilizada
M00025-02,D00025,EG2026-PRES,ORG02,Juntos por el Peru,21,167,196,13,16,241,contabilizada
M00025-02,D00025,EG2026-PRES,ORG03,Renovacion Popular,25,167,196,13,16,241,contabilizada
M00025-02,D00025,EG2026-PRES,ORG04,Partido del Buen Gobierno,20,167,196,13,16,241,contabilizada
M00025-02,D00025,EG2026-PRES,ORG05,Otros,55,167,196,13,16,241,contabilizada
M00025-03,D00025,EG2026-PRES,ORG01,Fuerza Popular,34,239,270,12,19,388,contabilizada
M00025-03,D00025,EG2026-PRES,ORG02,Juntos por el Peru,34,239,270,12,19,388,contabilizada
M00025-03,D00025,EG2026-PRES,ORG03,Renovacion Popular,33,239,270,12,19,388,contabilizada
M00025-03,D00025,EG2026-PRES,ORG04,Partido del Buen Gobierno,33,239,270,12,19,388,contabilizada
M00025-03,D00025,EG2026-PRES,ORG05,Otros,105,239,270,12,19,388,contabilizada
M00025-04,D00025,EG2026-PRES,ORG01,Fuerza Popular,34,244,281,15,22,386,contabilizada
M00025-04,D00025,EG2026-PRES,ORG02,Juntos por el Peru,26,244,281,15,22,386,contabilizada
M00025-04,D00025,EG2026-PRES,ORG03,Renovacion Popular,36,244,281,15,22,386,contabilizada
M00025-04,D00025,EG2026-PRES,ORG04,Partido del Buen Gobierno,29,244,281,15,22,386,contabilizada
M00025-04,D00025,EG2026-PRES,ORG05,Otros,119,244,281,15,22,386,contabilizada
M00026-01,D00026,EG2026-PRES,ORG01,Fuerza Popular,73,324,375,24,27,418,contabilizada
M00026-01,D00026,EG2026-PRES,ORG02,Juntos por el Peru,40,324,375,24,27,418,contabilizada
M00026-01,D00026,EG2026-PRES,ORG03,Renovacion Popular,54,324,375,24,27,418,contabilizada
M00026-01,D00026,EG2026-PRES,ORG04,Partido del Buen Gobierno,57,324,375,24,27,418,contabilizada
M00026-01,D00026,EG2026-PRES,ORG05,Otros,100,324,375,24,27,418,contabilizada
M00026-02,D00026,EG2026-PRES,ORG01,Fuerza Popular,20,137,161,10,14,209,observada
M00026-02,D00026,EG2026-PRES,ORG02,Juntos por el Peru,20,137,161,10,14,209,observada
M00026-02,D00026,EG2026-PRES,ORG03,Renovacion Popular,23,137,161,10,14,209,observada
M00026-02,D00026,EG2026-PRES,ORG04,Partido del Buen Gobierno,16,137,161,10,14,209,observada
